pmid,title,authors,journal,year,doi,cited_by_count,abstract
41074935,From digital assistants to clinical partners: revolutionizing pediatric urology through large language model-powered decision support and patient education,"Başaranoğlu M, Akbay E, Erdem E.",World J Urol,2025,10.1007/s00345-025-05990-x,0,
41380440,Health care professionals' perceptions of machine learning based clinical decision support systems for oesophageal cancer management,"Webb C, Thavanesan N, Naiseh M, Dewar-Haggart R, Underwood T, Vigneswaran G.",Comput Biol Med,2026,10.1016/j.compbiomed.2025.111373,0,
33459029,In Search of an Optimal Subset of ECG Features to Augment the Diagnosis of Acute Coronary Syndrome at the Emergency Department,"Bouzid Z, Faramand Z, Gregg RE, Frisch SO, Martin-Gill C, Saba S, Callaway C, Sejdić E, Al-Zaiti S.",J Am Heart Assoc,2021,10.1161/jaha.120.017871,0,
40339967,Interpretable deep neural networks for advancing early neonatal birth weight prediction using multimodal maternal factors,"Mursil M, Rashwan HA, Khalid A, Cavallé-Busquets P, Santos-Calderon L, Murphy MM, Puig D.",J Biomed Inform,2025,10.1016/j.jbi.2025.104838,0,
34423364,A survey of extant organizational and computational setups for deploying predictive models in health systems,"Kashyap S, Morse KE, Patel B, Shah NH.",J Am Med Inform Assoc,2021,10.1093/jamia/ocab154,0,
41266418,AI-driven clinical decision support for early diagnosis and treatment planning in patients with suspected sleep apnea using clinical and demographic data before sleep studies,"Mosteiro-Añón M, Casal-Guisande M, Fernández-Villar A, Torres-Durán M.",NPJ Prim Care Respir Med,2025,10.1038/s41533-025-00455-5,0,
40911841,Extracting Clinical Guideline Information Using Two Large Language Models: Evaluation Study,"Hsu HY, Chen LW, Hsu WT, Hsieh YW, Chang SS.",J Med Internet Res,2025,10.2196/73486,0,
40036494,An AI-Based Clinical Decision Support System for Antibiotic Therapy in Sepsis (KINBIOTICS): Use Case Analysis,"Düvel JA, Lampe D, Kirchner M, Elkenkamp S, Cimiano P, Düsing C, Marchi H, Schmiegel S, Fuchs C, Claßen S, Meier KL, Borgstedt R, Rehberg S, Greiner W.",JMIR Hum Factors,2025,10.2196/66699,0,
38269862,Assessing the Safety of a New Clinical Decision Support System for a National Helpline,"Luckraj N, Strazzari R, Coiera E, Magrabi F.",Stud Health Technol Inform,2024,10.3233/shti231018,0,
39133332,Effectiveness of Artificial Intelligence (AI) in Clinical Decision Support Systems and Care Delivery,"Ouanes K, Farhah N.",J Med Syst,2024,10.1007/s10916-024-02098-4,0,
31592534,Using clinical reasoning ontologies to make smarter clinical decision support systems: a systematic review and data synthesis,"Dissanayake PI, Colicchio TK, Cimino JJ.",J Am Med Inform Assoc,2020,10.1093/jamia/ocz169,0,
41622009,Clinical Decision Support Systems in Generalist Practice: Utilizing Clinical Decision Support Systems Tools to Improve Clinical Decisions and Patient Outcomes,"Bain AP, Ngai D, Bernard PA.",Med Clin North Am,2026,10.1016/j.mcna.2025.07.004,0,
34913279,Physician Knowledge Base: Clinical Decision Support Systems,"Kim S, Kim EH, Kim HS.",Yonsei Med J,2022,10.3349/ymj.2022.63.1.8,0,
19665579,TiMeDDx--a multi-phase anchor-based diagnostic decision-support model,"Denekamp Y, Peleg M.",J Biomed Inform,2010,10.1016/j.jbi.2009.08.001,0,
41124940,A hybrid decision support system using rule-based and AI methods: the OnCATs knowledge-based framework,Domingues NS.,Int J Med Inform,2026,10.1016/j.ijmedinf.2025.106144,0,
39883929,User-Oriented Requirements for Artificial Intelligence-Based Clinical Decision Support Systems in Sepsis: Protocol for a Multimethod Research Project,"Raszke P, Giebel GD, Abels C, Wasem J, Adamzik M, Nowak H, Palmowski L, Heinz P, Mreyen S, Timmesfeld N, Tokic M, Brunkhorst FM, Blase N.",JMIR Res Protoc,2025,10.2196/62704,0,
40357594,User-Centered Methods in Explainable AI Development for Hospital Clinical Decision Support: A Scoping Review,"Van Dort BA, Engelsma T, Medlock S, Dusseljee-Peute L.",Stud Health Technol Inform,2025,10.3233/shti250228,0,
35044311,A Clinical Decision Support System for Sleep Staging Tasks With Explanations From Artificial Intelligence: User-Centered Design and Evaluation Study,"Hwang J, Lee T, Lee H, Byun S.",J Med Internet Res,2022,10.2196/28659,0,
22441903,Clinical decision support systems: potential with pitfalls,"Eberhardt J, Bilchik A, Stojadinovic A.",J Surg Oncol,2012,10.1002/jso.23053,0,
25991120,Clinical Decision Support using a Terminology Server to improve Patient Safety,"Garcia-Jimenez A, Moreno-Conde A, Martínez-García A, Marín-León I, Medrano-Ortega FJ, Parra-Calderón CL.",Stud Health Technol Inform,2015,,0,
40670162,[Acupuncture clinical decision support system：application of AI technology in acupuncture diagnosis and treatment],"Zhang S, Li X, Liu Y, Hong X, Chen Z, Zhang H, Hong J, Wang N.",Zhongguo Zhen Jiu,2025,10.13703/j.0255-2930.20241128-0007,0,
25991115,Multidisciplinary Modelling of Symptoms and Signs with Archetypes and SNOMED-CT for Clinical Decision Support,"Marco-Ruiz L, Maldonado JA, Karlsen R, Bellika JG.",Stud Health Technol Inform,2015,,0,
25715002,"Knowledge bases, clinical decision support systems, and rapid learning in oncology",Yu PP.,J Oncol Pract,2015,10.1200/jop.2014.000620,0,
15923718,Clinical Decision Support Systems (CDSS) in GRID Environments,"Blanquer I, Hernández V, Segrelles D, Robles M, García JM, Robledo JV.",Stud Health Technol Inform,2005,,0,
40776169,Development and Update of CDSS-AI Integration Framework for Introducing Medical AI into Clinical Practice,"Nakatsui M, Hirano Y, Kashibe K, Kawamura C, Abe T, Hamada K, Arima H, Toyota K, Harada H, Kouda K, Nishinaka Y, Ishida H, Asai Y.",Stud Health Technol Inform,2025,10.3233/shti251152,0,
25060108,[Implementation of ontology-based clinical decision support system for management of interactions between antihypertensive drugs and diet],"Park JE, Kim HS, Chang MJ, Hong HS.",J Korean Acad Nurs,2014,10.4040/jkan.2014.44.3.294,0,
38573370,Algor-ethics: charting the ethical path for AI in critical care,"Montomoli J, Bitondo MM, Cascella M, Rezoagli E, Romeo L, Bellini V, Semeraro F, Gamberini E, Frontoni E, Agnoletti V, Altini M, Benanti P, Bignami EG.",J Clin Monit Comput,2024,10.1007/s10877-024-01157-y,0,
22195122,Integration of heterogeneous clinical decision support systems and their knowledge sets: feasibility study with Drug-Drug Interaction alerts,"Kam HJ, Kim JA, Cho I, Kim Y, Park RW.",AMIA Annu Symp Proc,2011,,0,
37726729,The influence of explainable vs non-explainable clinical decision support systems on rapid triage decisions: a mixed methods study,"Laxar D, Eitenberger M, Maleczek M, Kaider A, Hammerle FP, Kimberger O.",BMC Med,2023,10.1186/s12916-023-03068-2,0,
39176608,Challenges and Opportunities of Artificial Intelligence in CDSS and Patient Safety,"Gong Y, Min H, Jing X, Yu P.",Stud Health Technol Inform,2024,10.3233/shti240638,0,
40776192,CDSS for Enhanced Patient Safety Using Healthcare MyData,"Choi W, You SG, Choi IY.",Stud Health Technol Inform,2025,10.3233/shti251175,0,
39011326,Doctors' perception on the ethical use of AI-enabled clinical decision support systems for antibiotic prescribing recommendations in Singapore,"Huang Z, Lim HY, Ow JT, Sun SH, Chow A.",Front Public Health,2024,10.3389/fpubh.2024.1420032,0,
14728408,The knowledge modeling for chronic urticaria assessment in clinical decision support system with PDA,"Kwak M, Han SB, Kim G, Choi J, Chun J, Lee K, Bom H, Lee S.",AMIA Annu Symp Proc,2003,,0,
25160352,The effect object paradigm--a means to support medication safety with clinical decision support,"Patapovas A, Pfistermeister B, Tarkhov A, Terfloth L, Maas R, Fromm MF, Kornhuber J, Prokosch HU, Bürkle T.",Stud Health Technol Inform,2014,,0,
40775927,Enhancing AI Clinical Decision Support Trust: Design Workshop Insights from General Practitioners,"Ranwala RADLMK, Andrade AQ.",Stud Health Technol Inform,2025,10.3233/shti250909,0,
22542812,Clinical decision support with automated text processing for cervical cancer screening,"Wagholikar KB, MacLaughlin KL, Henry MR, Greenes RA, Hankey RA, Liu H, Chaudhry R.",J Am Med Inform Assoc,2012,10.1136/amiajnl-2012-000820,0,
37453451,Artificial Intelligence-Based Clinical Decision Support Systems in Geriatrics: An Ethical Analysis,"Skuban-Eiseler T, Orzechowski M, Denkinger M, Kocar TD, Leinert C, Steger F.",J Am Med Dir Assoc,2023,10.1016/j.jamda.2023.06.008,0,
36619220,Artificial intelligence in clinical decision support systems for oncology,"Wang L, Chen X, Zhang L, Li L, Huang Y, Sun Y, Yuan X.",Int J Med Sci,2023,10.7150/ijms.77205,0,
14728367,What factors determine the success of clinical decision support systems?,"Holbrook A, Xu S, Banting J.",AMIA Annu Symp Proc,2003,,0,
21917512,Artificial intelligence techniques applied to the development of a decision-support system for diagnosing celiac disease,"Tenório JM, Hummel AD, Cohrs FM, Sdepanian VL, Pisa IT, de Fátima Marin H.",Int J Med Inform,2011,10.1016/j.ijmedinf.2011.08.001,0,
40935221,Comparing clinical decision support systems for improving follow-up of abnormal cervical cancer screening test results,"Atlas SJ, Burdick TE, Wright A, Zhao W, Hort S, Aman DG, Thillaiyapillai M, John Orav E, Wint AJ, Smith RE, Gallagher KL, Housman ML, Chang FY, Diamond CJ, Zhou L, Haas JS, Tosteson ANA.",J Biomed Inform,2025,10.1016/j.jbi.2025.104908,0,
32414724,What do senior physicians think about AI and clinical decision support systems: Quantitative and qualitative analysis of data from specialty societies,"Petkus H, Hoogewerf J, Wyatt JC.",Clin Med (Lond),2020,10.7861/clinmed.2019-0317,0,
29295283,Development of a Service-Oriented Sharable Clinical Decision Support System Based on Ontology for Chronic Disease,"Shang Y, Wang Y, Gou L, Wu C, Zhou T, Li JS.",Stud Health Technol Inform,2017,,0,
39283665,Artificial Intelligence-Augmented Clinical Decision Support Systems for Pregnancy Care: Systematic Review,"Lin X, Liang C, Liu J, Lyu T, Ghumman N, Campbell B.",J Med Internet Res,2024,10.2196/54737,0,
40540952,Towards a decision support system for pediatric emergency telephone triage,"Manns A, Millet A, Campeotto F, Vivien B, Dupic L, Guillard O, Hage CE, Castela F, Fogel S, Burgun A, Mougin F, Tsopra R.",Int J Med Inform,2025,10.1016/j.ijmedinf.2025.106012,0,
29502585,Role of Big Data and Machine Learning in Diagnostic Decision Support in Radiology,Syeda-Mahmood T.,J Am Coll Radiol,2018,10.1016/j.jacr.2018.01.028,0,
29753616,An interoperable clinical decision-support system for early detection of SIRS in pediatric intensive care using openEHR,"Wulff A, Haarbrandt B, Tute E, Marschollek M, Beerbaum P, Jack T.",Artif Intell Med,2018,10.1016/j.artmed.2018.04.012,0,
33975376,Leveraging Artificial Intelligence to Improve Chronic Disease Care: Methods and Application to Pharmacotherapy Decision Support for Type-2 Diabetes Mellitus,"Tarumi S, Takeuchi W, Chalkidis G, Rodriguez-Loya S, Kuwata J, Flynn M, Turner KM, Sakaguchi FH, Weir C, Kramer H, Shields DE, Warner PB, Kukhareva P, Ban H, Kawamoto K.",Methods Inf Med,2021,10.1055/s-0041-1728757,0,
41202464,Developing an artificial intelligence-based clinical decision support system for nursing diagnoses,"Türk G, Taşkıran N, Er O, Ölmez E, Bozkurt Kozan F.",Nurs Outlook,2025,10.1016/j.outlook.2025.102585,0,
16612483,How do experts recognize schizophrenia: the role of the disorganization symptom,"Razzouk D, Mari Jde J, Shirakawa I, Wainer J, Sigulem D.",Braz J Psychiatry,2006,10.1590/s1516-44462006000100003,0,
39707327,Ethical implications of AI-driven clinical decision support systems on healthcare resource allocation: a qualitative study of healthcare professionals' perspectives,"Elgin CY, Elgin C.",BMC Med Ethics,2024,10.1186/s12910-024-01151-8,0,
39234734,Automation Bias in AI-Decision Support: Results from an Empirical Study,"Kücking F, Hübner U, Przysucha M, Hannemann N, Kutza JO, Moelleken M, Erfurt-Berge C, Dissemond J, Babitsch B, Busch D.",Stud Health Technol Inform,2024,10.3233/shti240871,0,
31087071,Use of mind maps and iterative decision trees to develop a guideline-based clinical decision support system for routine surgical practice: case study in thyroid nodules,"Yu HW, Hussain M, Afzal M, Ali T, Choi JY, Han HS, Lee S.",J Am Med Inform Assoc,2019,10.1093/jamia/ocz001,0,
35524301,"""Many roads lead to Rome and the Artificial Intelligence only shows me one road"": an interview study on physician attitudes regarding the implementation of computerised clinical decision support systems","Van Cauwenberge D, Van Biesen W, Decruyenaere J, Leune T, Sterckx S.",BMC Med Ethics,2022,10.1186/s12910-022-00787-8,0,
34953204,Evaluating the perceived utility of an artificial intelligence-powered clinical decision support system for depression treatment using a simulation center,"Tanguay-Sela M, Benrimoh D, Popescu C, Perez T, Rollins C, Snook E, Lundrigan E, Armstrong C, Perlman K, Fratila R, Mehltretter J, Israel S, Champagne M, Williams J, Simard J, Parikh SV, Karp JF, Heller K, Linnaranta O, Cardona LG, Turecki G, Margolese HC.",Psychiatry Res,2022,10.1016/j.psychres.2021.114336,0,
35896020,Development of an Interoperable and Easily Transferable Clinical Decision Support System Deployment Platform: System Design and Development Study,"Yoo J, Lee J, Min JY, Choi SW, Kwon JM, Cho I, Lim C, Choi MY, Cha WC.",J Med Internet Res,2022,10.2196/37928,0,
37568134,Discrepancy between perceptions and acceptance of clinical decision support Systems: implementation of artificial intelligence for vancomycin dosing,"Liu X, Barreto EF, Dong Y, Liu C, Gao X, Tootooni MS, Song X, Kashani KB.",BMC Med Inform Decis Mak,2023,10.1186/s12911-023-02254-9,0,
34819990,Detection of Fake News Text Classification on COVID-19 Using Deep Learning Approaches,"Bangyal WH, Qasim R, Rehman NU, Ahmad Z, Dar H, Rukhsar L, Aman Z, Ahmad J.",Comput Math Methods Med,2021,10.1155/2021/5514220,0,
33434133,Deep Learning for Accelerometric Data Assessment and Ataxic Gait Monitoring,"Prochazka A, Dostal O, Cejnar P, Mohamed HI, Pavelek Z, Valis M, Vysata O.",IEEE Trans Neural Syst Rehabil Eng,2021,10.1109/tnsre.2021.3051093,0,
41558387,Multimodal diagnosis of Parkinson's disease with an internet-based collaborative agent architecture of medical language models,"Junior EP, de Sousa FC, Chen J, Camacho D, Benjamin SR, de Albuquerque VHC.",Comput Biol Med,2026,10.1016/j.compbiomed.2026.111468,0,
34425263,DeepHistoClass: A Novel Strategy for Confident Classification of Immunohistochemistry Images Using Deep Learning,"Ghoshal B, Hikmet F, Pineau C, Tucker A, Lindskog C.",Mol Cell Proteomics,2021,10.1016/j.mcpro.2021.100140,0,
34481057,"Relation extraction from DailyMed structured product labels by optimally combining crowd, experts and machines","Shingjergji K, Celebi R, Scholtes J, Dumontier M.",J Biomed Inform,2021,10.1016/j.jbi.2021.103902,0,
34052016,Uncertainty quantification in skin cancer classification using three-way decision-based Bayesian deep learning,"Abdar M, Samami M, Dehghani Mahmoodabad S, Doan T, Mazoure B, Hashemifesharaki R, Liu L, Khosravi A, Acharya UR, Makarenkov V, Nahavandi S.",Comput Biol Med,2021,10.1016/j.compbiomed.2021.104418,0,
33036152,Exploring the Intersection between Social Determinants of Health and Unmet Dental Care Needs Using Deep Learning,"Hung M, Hon ES, Ruiz-Negron B, Lauren E, Moffat R, Su W, Xu J, Park J, Prince D, Cheever J, Licari FW.",Int J Environ Res Public Health,2020,10.3390/ijerph17197286,0,
40731125,Developing and validating machine learning models to predict next-day extubation,"Fenske SW, Peltekian A, Kang M, Markov NS, Zhu M, Grudzinski K, Bak MJ, Pawlowski A, Gupta V, Mao Y, Bratchikov S, Stoeger T, Rasmussen LV, Choudhary AN, Misharin AV, Singer BD, Budinger GRS, Wunderink RG, Agrawal A, Gao CA and NU SCRIPT Study Investigators.",Sci Rep,2025,10.1038/s41598-025-12264-4,0,
38533950,Evaluations of artificial intelligence and machine learning algorithms in neurodiagnostics,Williams KS.,J Neurophysiol,2024,10.1152/jn.00404.2023,0,
31855311,Bayesian machine learning to discover Bruton's tyrosine kinase inhibitors,"Wang J, Ran T, Chen Y, Lu T.",Chem Biol Drug Des,2020,10.1111/cbdd.13656,0,
35434846,Bayesian deep learning outperforms clinical trial estimators of intracerebral and intraventricular hemorrhage volume,"Sharrock MF, Mould WA, Hildreth M, Ryu EP, Walborn N, Awad IA, Hanley DF, Muschelli J.",J Neuroimaging,2022,10.1111/jon.12997,0,
30926511,Bayesian QuickNAT: Model uncertainty in deep whole-brain segmentation for structure-wise quality control,"Roy AG, Conjeti S, Navab N, Wachinger C and Alzheimer's Disease Neuroimaging Initiative.",Neuroimage,2019,10.1016/j.neuroimage.2019.03.042,0,
35709752,"BayeshERG: a robust, reliable and interpretable deep learning model for predicting hERG channel blockers","Kim H, Park M, Lee I, Nam H.",Brief Bioinform,2022,10.1093/bib/bbac211,0,
39686318,SiCRNN: A Siamese Approach for Sleep Apnea Identification via Tracheal Microphone Signals,"Lillini D, Aironi C, Migliorelli L, Gabrielli L, Squartini S.",Sensors (Basel),2024,10.3390/s24237782,0,
40280261,Exploring species taxonomic kingdom using information entropy and nucleotide compositional features of coding sequences based on machine learning methods,"Temesgen SA, Ahmad B, Grace-Mercure BK, Liu M, Liu L, Lin H, Deng K.",Methods,2025,10.1016/j.ymeth.2025.03.023,0,
33727623,Deep learning classification of lung cancer histology using CT images,"Chaunzwa TL, Hosny A, Xu Y, Shafer A, Diao N, Lanuti M, Christiani DC, Mak RH, Aerts HJWL.",Sci Rep,2021,10.1038/s41598-021-84630-x,0,
38743125,"AI-Assisted Detection of Interproximal, Occlusal, and Secondary Caries on Bite-Wing Radiographs: A Single-Shot Deep Learning Approach","Karakuş R, Öziç MÜ, Tassoker M.",J Imaging Inform Med,2024,10.1007/s10278-024-01113-x,0,
41549848,Deep learning in stroke therapeutics: drug repurposing and beyond,"Mak KK, Chelluboina B.",Expert Opin Drug Discov,2026,10.1080/17460441.2026.2619641,0,
29474911,Identifying Medical Diagnoses and Treatable Diseases by Image-Based Deep Learning,"Kermany DS, Goldbaum M, Cai W, Valentim CCS, Liang H, Baxter SL, McKeown A, Yang G, Wu X, Yan F, Dong J, Prasadha MK, Pei J, Ting MYL, Zhu J, Li C, Hewett S, Dong J, Ziyar I, Shi A, Zhang R, Zheng L, Hou R, Shi W, Fu X, Duan Y, Huu VAN, Wen C, Zhang ED, Zhang CL, Li O, Wang X, Singer MA, Sun X, Xu J, Tafreshi A, Lewis MA, Xia H, Zhang K.",Cell,2018,10.1016/j.cell.2018.02.010,0,
38146127,Development of an explainable artificial intelligence model for Asian vascular wound images,"Lo ZJ, Mak MHW, Liang S, Chan YM, Goh CC, Lai T, Tan A, Thng P, Rodriguez J, Weyde T, Smit S.",Int Wound J,2024,10.1111/iwj.14565,0,
41091255,"Deep learning simulation and decision support system for groundwater salinity risk assessment in the lower Chao Phraya River Basin, Thailand","Heydarizad M, Liu Z, Pumijumnong N, Mohammadabadi HG.",Environ Monit Assess,2025,10.1007/s10661-025-14681-4,0,
33785475,Introduction to The Spine Journal special issue on artificial intelligence and machine learning,"Karhade AV, Schwab JH.",Spine J,2021,10.1016/j.spinee.2021.03.028,0,
41519541,Pixel-scale satellite forecasting of cyanobacteria in Florida lakes,"Beal MRW, Schaeffer B.",Harmful Algae,2026,10.1016/j.hal.2025.103041,0,
32750186,Personalized prediction of daily eczema severity scores using a mechanistic machine learning model,"Hurault G, Domínguez-Hüttinger E, Langan SM, Williams HC, Tanaka RJ.",Clin Exp Allergy,2020,10.1111/cea.13717,0,
39367432,"Machine learning and Bayesian network analyses identifies associations with insomnia in a national sample of 31,285 treatment-seeking college students","Calderon A, Baik SY, Ng MHS, Fitzsimmons-Craft EE, Eisenberg D, Wilfley DE, Taylor CB, Newman MG.",BMC Psychiatry,2024,10.1186/s12888-024-06074-7,0,
28233834,Untangling the role of one-carbon metabolism in colorectal cancer risk: a comprehensive Bayesian network analysis,"Myte R, Gylling B, Häggström J, Schneede J, Magne Ueland P, Hallmans G, Johansson I, Palmqvist R, Van Guelpen B.",Sci Rep,2017,10.1038/srep43434,0,
37458325,Digital pathology systems enabling quality patient care,"Hanna MG, Ardon O.",Genes Chromosomes Cancer,2023,10.1002/gcc.23192,0,
30859886,Using predictive analytics to identify drug-resistant epilepsy patients,"Delen D, Davazdahemami B, Eryarsoy E, Tomak L, Valluru A.",Health Informatics J,2020,10.1177/1460458219833120,0,
30759094,An attention based deep learning model of clinical events in the intensive care unit,"Kaji DA, Zech JR, Kim JS, Cho SK, Dangayach NS, Costa AB, Oermann EK.",PLoS One,2019,10.1371/journal.pone.0211057,0,
31090660,Personalized Pancreatic Cancer Management: A Systematic Review of How Machine Learning Is Supporting Decision-making,"Bradley A, van der Meer R, McKay C.",Pancreas,2019,10.1097/mpa.0000000000001312,0,
30553999,A new sequence based encoding for prediction of host-pathogen protein interactions,"Kösesoy İ, Gök M, Öz C.",Comput Biol Chem,2019,10.1016/j.compbiolchem.2018.12.001,0,
27584575,Approximate Bayesian MLP regularization for regression in the presence of noise,"Park JG, Jo S.",Neural Netw,2016,10.1016/j.neunet.2016.07.010,0,
37655084,Machine Learning Approach for Predicting Systemic Lupus Erythematosus in an Oman-Based Cohort,"AlShareedah A, Zidoum H, Al-Sawafi S, Al-Lawati B, Al-Ansari A.",Sultan Qaboos Univ Med J,2023,10.18295/squmj.12.2022.069,0,
36093862,A machine learning algorithm to analyse the effects of vaccination on COVID-19 mortality,"Magazzino C, Mele M, Coccia M.",Epidemiol Infect,2022,10.1017/s0950268822001418,0,
27518905,Imaging and machine learning techniques for diagnosis of Alzheimer's disease,"Mirzaei G, Adeli A, Adeli H.",Rev Neurosci,2016,10.1515/revneuro-2016-0029,0,
33434015,A Machine Learning Strategy for Drug Discovery Identifies Anti-Schistosomal Small Molecules,"Zorn KM, Sun S, McConnon CL, Ma K, Chen EK, Foil DH, Lane TR, Liu LJ, El-Sakkary N, Skinner DE, Ekins S, Caffrey CR.",ACS Infect Dis,2021,10.1021/acsinfecdis.0c00754,0,
34694631,Using machine learning to model nontraditional spatial dependence in occupancy data,"Mohankumar NM, Hefley TJ.",Ecology,2022,10.1002/ecy.3563,0,
35463247,Probabilistic Prediction of Nonadherence to Psychiatric Disorder Medication from Mental Health Forum Data: Developing and Validating Bayesian Machine Learning Classifiers,"Ji M, Xie W, Zhao M, Qian X, Chow CY, Lam KY, Yan J, Hao T.",Comput Intell Neurosci,2022,10.1155/2022/6722321,0,
35442533,Assessment of tissue toxicity risk in breast radiotherapy using Bayesian networks,"Ciunkiewicz P, Roumeliotis M, Stenhouse K, McGeachy P, Quirk S, Grendarova P, Yanushkevich S.",Med Phys,2022,10.1002/mp.15651,0,
31606554,Enhancing the security of patients' portals and websites by detecting malicious web crawlers using machine learning techniques,"Hosseini N, Fakhar F, Kiani B, Eslami S.",Int J Med Inform,2019,10.1016/j.ijmedinf.2019.103976,0,
33857176,Identifying geographically differentiated features of Ethopian Nile tilapia (Oreochromis niloticus) morphology with machine learning,"Wöber W, Curto M, Tibihika P, Meulenbroek P, Alemayehu E, Mehnen L, Meimberg H, Sykacek P.",PLoS One,2021,10.1371/journal.pone.0249593,0,
40467954,A hybrid GAN-based deep learning framework for thermogram-based breast cancer detection,"Veerlapalli P, Dutta SR.",Sci Rep,2025,10.1038/s41598-025-04676-z,0,
41413639,Efficient multi-finger vein recognition using layer-wise progressive MobileNet fine-tuning and a Dense-Head Probabilistic Siamese Network,"Alaerjan AS, Mostafa AM, Mahmoud AA, Ezz M.",Sci Rep,2025,10.1038/s41598-025-32132-5,0,
40729877,Predicting arsenic bioaccessibility: A global data-driven machine learning approach and its implication for reducing carbon emissions,"Zhang H, Han D, Zhong M, Xia T, Yang S, Wang S, Zhang P, Jiang L.",J Hazard Mater,2025,10.1016/j.jhazmat.2025.139358,0,
34270361,Machine Learning and Artificial Intelligence for Surgical Decision Making,"Byerly S, Maurer LR, Mantero A, Naar L, An G, Kaafarani HMA.",Surg Infect (Larchmt),2021,10.1089/sur.2021.007,0,
31351389,Unsupervised learning of probabilistic diffeomorphic registration for images and surfaces,"Dalca AV, Balakrishnan G, Guttag J, Sabuncu MR.",Med Image Anal,2019,10.1016/j.media.2019.07.006,0,
38513393,Glass box machine learning for retrospective cohort studies using many patient records. The complex example of bleeding peptic ulcer,"Robson B, Baek OK.",Comput Biol Med,2024,10.1016/j.compbiomed.2024.108085,0,
37102995,"Automated, machine learning-based alerts increase epilepsy surgery referrals: A randomized controlled trial","Wissel BD, Greiner HM, Glauser TA, Mangano FT, Holland-Bouley KD, Zhang N, Szczesniak RD, Santel D, Pestian JP, Dexheimer JW.",Epilepsia,2023,10.1111/epi.17629,0,
39656957,Detection of periodontal bone loss and periodontitis from 2D dental radiographs via machine learning and deep learning: systematic review employing APPRAISE-AI and meta-analysis,"Khubrani YH, Thomas D, Slator PJ, White RD, Farnell DJJ.",Dentomaxillofac Radiol,2025,10.1093/dmfr/twae070,0,
29503208,Repurposing High-Throughput Image Assays Enables Biological Activity Prediction for Drug Discovery,"Simm J, Klambauer G, Arany A, Steijaert M, Wegner JK, Gustin E, Chupakhin V, Chong YT, Vialard J, Buijnsters P, Velter I, Vapirev A, Singh S, Carpenter AE, Wuyts R, Hochreiter S, Moreau Y, Ceulemans H.",Cell Chem Biol,2018,10.1016/j.chembiol.2018.01.015,0,
39923585,A numerical treatment through Bayesian regularization neural network for the chickenpox disease model,"Sabir Z, Mehmood MA, Umar M, Salahshour S, Altun Y, Arbi A, Ali MR.",Comput Biol Med,2025,10.1016/j.compbiomed.2025.109807,0,
11585206,Ideal observer approximation using Bayesian classification neural networks,"Kupinski MA, Edwards DC, Giger ML, Metz CE.",IEEE Trans Med Imaging,2001,10.1109/42.952727,0,
37364474,Approximation of classifiers by deep perceptron networks,"Kůrková V, Sanguineti M.",Neural Netw,2023,10.1016/j.neunet.2023.06.004,0,
16173189,Spatial reasoning with incomplete information on relative positioning,"Dehak SM, Bloch I, Maître H.",IEEE Trans Pattern Anal Mach Intell,2005,10.1109/tpami.2005.186,0,
11928516,Support vector machine prediction of signal peptide cleavage site using a new class of kernels for strings,Vert JP.,Pac Symp Biocomput,2002,10.1142/9789812799623_0060,0,
10390840,Using probabilistic neural networks to model the toxicity of chemicals to the fathead minnow (Pimephales promelas): a study based on 865 compounds,"Kaiser KL, Niculescu SP.",Chemosphere,1999,10.1016/s0045-6535(99)00553-6,0,
8033731,Classification of chromosomes using a probabilistic neural network,"Sweeney WP Jr, Musavi MT, Guidi JN.",Cytometry,1994,10.1002/cyto.990160104,0,
37480036,"An intelligent decision support system for acute postoperative endophthalmitis: design, development and evaluation of a smartphone application","Shaeri M, Shoeibi N, Hosseini SM, Jeddi FR, Farrahi R, Nabovati E, Salehzadeh A.",BMC Med Inform Decis Mak,2023,10.1186/s12911-023-02214-3,0,
30849772,A probabilistic recurrent neural network for decoding hind limb kinematics from multi-segment recordings of the dorsal horn neurons,"Fathi Y, Erfanian A.",J Neural Eng,2019,10.1088/1741-2552/ab0e51,0,
10906615,A probabilistic and decision-theoretic approach to the management of infectious disease at the ICU,"Lucas PJ, de Bruijn NC, Schurink K, Hoepelman A.",Artif Intell Med,2000,10.1016/s0933-3657(00)00048-8,0,
15901427,Estimation of distribution algorithms with Kikuchi approximations,Santana R.,Evol Comput,2005,10.1162/1063656053583496,0,
36812206,Bayesian inference in ring attractor networks,"Kutschireiter A, Basnak MA, Wilson RI, Drugowitsch J.",Proc Natl Acad Sci U S A,2023,10.1073/pnas.2210622120,0,
23981437,Incorporating spatial dependence into Bayesian multiple testing of statistical parametric maps in functional neuroimaging,"Brown DA, Lazar NA, Datta GS, Jang W, McDowell JE.",Neuroimage,2014,10.1016/j.neuroimage.2013.08.024,0,
40997402,State-flipped control design for the stabilization of probabilistic Boolean control networks,"Yang X, Li H.",Neural Netw,2026,10.1016/j.neunet.2025.108109,0,
34986092,Detection of Freezing of Gait Using Convolutional Neural Networks and Data From Lower Limb Motion Sensors,"Shi B, Tay A, Au WL, Tan DML, Chia NSY, Yen SC.",IEEE Trans Biomed Eng,2022,10.1109/tbme.2022.3140258,0,
